address,price,details
"216 Steeles Ave E, Markham, ON L3T 1A6","C$1,798,000",6 bds4 ba- House for sale
"22 Pheasant Valley Ct, Markham, ON L3T 2H1","C$3,298,000",4 bds6 ba- House for sale
"15 Pavillion St, Markham, ON L3R 1N8","C$1,598,000",5 bds2 ba- House for sale
"Victory Grn, Markham, ON L3S 3K5","C$1,300,990",3 bds4 ba- House for sale
"100 Anna Russell Way PENTHOUSE 13, Markham, ON L3R 6C7","C$399,000",2 bds2 ba- Condo for sale
"100 Anna Russell Way #207, Markham, ON L3R 6C7","C$426,900",2 bds2 ba- Condo for sale
"Cornell Rouge, Markham, ON L6B 0K6","C$879,990",Studio-- ba- House for sale
"20 Fred Varley Dr PENTHOUSE 14, Markham, ON L3R 1S4","C$1,988,000",3 bds3 ba- Condo for sale
"53 Kirk Dr, Markham, ON L3T 3K8","C$2,088,800",Studio-- ba- House for sale
"63 Peter St, Markham, ON L3P 2A7","C$1,700,000",4 bds5 ba- House for sale
"1 Milmar Ct, Markham, ON L3T 4J1","C$5,880,000",5 bds9 ba- House for sale
"15 Stollery Pond Cres #810, Markham, ON L6C 0Y4","C$959,000",2 bds2 ba- Condo for sale
"7 Chiavatti Dr, Markham, ON L3R 1E2","C$3,599,000",5 bds6 ba- House for sale
"7167 Yonge St UNIT 307, Markham, ON L3T 0E1","C$898,000",3 bds2 ba- Condo for sale
"29 Joseph St, Markham, ON L3P 2N2","C$799,000","3 bds1 ba1,250 sqft- House for sale"
"14 Oakcrest Ave, Markham, ON L3R 2C1","C$4,250,000",4 bds4 ba- House for sale
"108 Senator Reesors Dr, Markham, ON L3P 3E5","C$1,558,000","4 bds1 ba3,000 sqft- House for sale"
"5 Jonquil Cres, Markham, ON L3P 1T3","C$1,388,000",3 bds-- ba- House for sale
"39 New Delhi Dr #26, Markham, ON L3S 0B5","C$36,000",Studio-- ba- Condo for sale
"30 Terry Fox St, Markham, ON L6B 0W4","C$899,000","3 bds2 ba4,304 sqft- House for sale"
"83 Captain Francis Dr, Markham, ON L3R 9E5","C$1,598,000","4 bds4 ba2,026 sqft- House for sale"
"7960 Reesor Rd, Markham, ON L6B 1A8","C$14,000,000",-- sqft lot- Lot / Land for sale
"26 Woodside Ct, Markham, ON L3P 2J8","C$1,300,000",4 bds3 ba- House for sale
"4 Fredricton Rd, Markham, ON L3P 3C2","C$1,088,000",Studio4 ba- House for sale
"69 George St, Markham, ON L3P 2R9","C$1,188,000",3 bds2 ba- House for sale
"21 Hammok Cres, Markham, ON L3T 2X3","C$5,980,000",6 bds7 ba- House for sale
"7 Fairway Heights Cres, Markham, ON L3T 1K1","C$4,680,000",4 bds7 ba- House for sale
"10 Glenbourne Park Dr, Markham, ON L6C 1H1","C$6,999,000",6 bds8 ba- House for sale
"188 Church St, Markham, ON L3P 2M7","C$1,988,000","3 bds4 ba1,260 sqft- House for sale"
"Unionville Gdns, Markham, ON L3R 1L5","C$449,900","Studio-- ba1,830 sqft- Condo for sale"
